	Track	Track_Popularity	Artist_Popularity
1751	Twilight Zone	57	57
1752	I Know There's Something Going On	44	55
1753	Jeopardy	44	43
1754	Africa	84	76
1755	Little Red Corvette	58	82
1756	Back on the Chain Gang	25	26
1757	Up Where We Belong	64	9
1758	Mr. Roboto	58	64
1759	You Are	39	72
1760	Der Kommissar	44	39
1761	Puttin' on the Ritz	46	41
1762	Sexual Healing	69	75
1763	(Keep Feeling) Fascination	44	63
1764	Time (Clock of the Heart)	46	66
1765	The Safety Dance	54	55
1766	You Can't Hurry Love	75	77
1767	Separate Ways (Worlds Apart)	66	75
1768	One on One	45	75
1769	1999	66	82
1770	Stray Cat Strut	50	52
1771	Allentown	50	77
1772	Stand Back	53	65
1773	Tell Her About It	52	77
1774	Always Something There to Remind Me	58	51
1775	Truly	53	72
1776	Dirty Laundry	58	66
1777	The Girl Is Mine	49	0
1778	Too Shy	54	46
1779	Goody Two-Shoes	45	44
1780	Rock the Casbah	71	73
1781	Our House	57	63
1782	Overkill	48	67
1783	Is There Something I Should Know?	41	69
1784	Gloria	66	61
1785	Affair of the Heart	32	63
1786	Solitaire	33	61
1787	How Am I Supposed to Live Without You	38	61
1788	China Girl	57	82
1789	Come Dancing	47	69
1790	Promises, Promises	49	51
1791	The Other Guy	57	62
1792	Making Love Out of Nothing at All	60	70
1793	Family Man	43	75
1794	Wanna Be Startin' Somethin'	63	86
1795	I Won't Hold You Back	54	76
1796	All Right	57	63
1797	Straight from the Heart	53	76
1798	Heart to Heart	43	69
1799	My Love	35	72
1800	Hot Girls in Love	39	57
1801	All This Love	43	55
1802	Your Love Is Driving Me Crazy	44	53
1803	Heartbreaker	49	63
1804	Faithfully	69	75
1805	Steppin' Out	51	56
1806	Take Me to Heart	26	37
1807	Try Again	32	37
1808	Dead Giveaway	24	53
1809	Lawyers in Love	39	65
1810	What About Me	23	37
1811	Human Nature	64	86
1812	Photograph	58	70
1813	Pass the Dutchie	61	49
1814	True	72	66
1815	Far from Over	39	35
1816	It Might Be You	40	51
1817	You Got Lucky	49	71
1818	Breaking Us in Two	34	56
1819	Fall in Love with Me	35	75
1820	When Doves Cry	69	82
1821	Footloose	67	69
1822	Against All Odds (Take a Look at Me Now)	70	77
1823	Jump	76	73
1824	Hello	59	72
1825	Owner of a Lonely Heart	67	63
1826	Ghostbusters	73	62
1827	Karma Chameleon	72	66
1828	Missing You	66	55
1829	All Night Long (All Night)	63	72
1830	Dancing in the Dark	73	76
1831	Girls Just Want To Have Fun	73	71
1832	The Reflex	53	69
1833	Time After Time	73	71
1834	Jump (For My Love)	62	65
1835	Talking in Your Sleep	61	59
1836	Self Control	68	61
1837	Say It Isn't So	46	75
1838	Hold Me Now	59	59
1839	Joanna	31	66
1840	I Just Called to Say I Love You	71	78
1841	Break My Stride	67	60
1842	99 Luftballons	70	63
1843	I Can Dream About You	56	53
1844	The Glamorous Life	48	51
1845	Oh Sherrie	61	57
1846	Stuck on You	57	72
1847	I Guess That's Why They Call It the Blues	64	81
1848	She Bop	47	71
1849	Borderline	55	78
1850	Sunglasses at Night	60	52
1851	Eyes Without a Face	63	66
1852	Here Comes the Rain Again	61	71
1853	Uptown Girl	76	77
1854	Sister Christian	56	52
1855	Drive	70	67
1856	Twist of Fate	52	68
1857	Union of the Snake	44	69
1858	The Heart of Rock & Roll	47	64
1859	Hard Habit to Break	53	67
1860	The Warrior	47	43
1861	If Ever You're in My Arms Again	58	61
1862	Automatic	45	65
1863	Let the Music Play	52	62
1864	Caribbean Queen	53	62
1865	That's All	2	68
1866	Running with the Night	38	72
1867	Sad Songs (Say So Much)	46	81
1868	I Want a New Drug	51	64
1869	Love Is a Battlefield	57	64
1870	Infatuation	28	74
1871	Legs	58	70
1872	State of Shock	42	64
1873	Love Somebody	39	63
1874	Miss Me Blind	49	66
1875	If This Is It	47	64
1876	You Might Think	55	67
1877	Lucky Star	51	78
1878	Cover Me	51	76
1879	Cum on Feel the Noize	67	62
1880	Adult Education	45	75
1881	They Don't Know	34	37
1882	An Innocent Man	50	77
1883	Cruel Summer	59	62
1884	Dance Hall Days	62	54
1885	Give It Up	57	64
1886	I'm So Excited	19	65
1887	I Still Can't Get Over Loving You	4	62
1888	Thriller	73	86
1889	Holiday	62	78
1890	Breakin'... There's No Stopping Us	29	25
1891	Nobody Told Me	45	72
1892	Church of the Poison Mind	44	66
1893	Think of Laura	52	63
1894	Time Will Reveal	25	55
1895	Wrapped Around Your Finger	48	76
1896	Pink Houses	59	66
1897	Round and Round	61	61
1898	Head over Heels	44	52
1899	The Longest Time	60	77
1900	Tonight	32	66
1901	Got a Hold on Me	40	38
1902	Dancing in the Sheets	42	53
1903	Undercover of the Night	41	81
1904	On the Dark Side	44	42
1905	New Moon on Monday	43	69
1906	Major Tom (Coming Home)	55	52
1907	Magic	47	67
1908	When You Close Your Eyes	43	52
1909	Rock Me Tonite	37	58
1910	Like a Virgin	70	78
1911	Wake Me Up Before You Go-Go	77	73
1912	I Want to Know What Love Is	75	70
1913	I Feel for You	56	65
1914	Out of Touch	58	75
1915	Everybody Wants to Rule the World	80	72
1916	Money for Nothing	61	76
1917	Crazy for You	58	78
1918	Take on Me	83	73
1919	Everytime You Go Away	36	62
1920	Easy Lover	33	0
1921	We Built This City	73	66
1922	The Power of Love	70	64
1923	Cherish	56	66
1924	St. Elmo's Fire (Man in Motion)	65	54
1925	The Heat Is On	57	54
1926	Shout	67	72
1927	Part-Time Lover	61	78
1928	Saving All My Love For You	64	77
1929	Heaven	74	76
1930	Everything She Wants	61	73
1931	Cool It Now	52	58
1932	Miami Vice Theme	37	48
1933	Loverboy	48	62
1934	Lovergirl	44	52
1935	You Belong to the City	44	54
1936	Oh Sheila	48	45
1937	Rhythm of the Night	63	55
1938	One More Night	61	77
1939	Sea of Love	46	35
1940	A View to a Kill	54	69
1941	The Wild Boys	52	69
1942	Neutron Dance	45	65
1943	We Belong	68	64
1944	Nightshift	58	66
1945	Things Can Only Get Better	58	54
1946	All I Need	38	33
1947	Freeway of Love	51	75
1948	Never Surrender	41	52
1949	Sussudio	62	77
1950	Strut	37	55
1951	You Give Good Love	48	77
1952	The Search Is Over	51	69
1953	Missing You	32	67
1954	Raspberry Beret	66	75
1955	Suddenly	55	62
1956	The Boys of Summer	74	66
1957	One Night in Bangkok	49	51
1958	If You Love Somebody Set Them Free	39	72
1959	Obsession	45	38
1960	We Don't Need Another Hero (Thunderdome)	60	69
1961	Material Girl	71	78
1962	Better Be Good to Me	44	69
1963	Head over Heels	64	72
1964	Axel F	46	49
1965	Smooth Operator	57	72
1966	In My House	45	46
1967	All Through the Night	54	71
1968	Run to You	63	76
1969	Glory Days	62	76
1970	Voices Carry	54	44
1971	Misled	37	66
1972	Would I Lie to You?	45	71
1973	Be Near Me	40	55
1974	No More Lonely Nights	31	76
1975	I Can't Hold Back	48	69
1976	Summer Of '69	78	76
1977	Walking on Sunshine	77	64
1978	Freedom	51	73
1979	Too Late for Goodbyes	45	39
1980	Valotte	37	39
1981	Some Like It Hot	38	40
1982	Solid	50	48
1983	Angel	41	78
1984	Method of Modern Love	39	75
1985	Lay Your Hands on Me	55	59
1986	Lonely Ol' Night	45	66
1987	What About Love	57	71
1988	California Girls	41	50
1989	Fresh	33	66
1990	Do What You Do	41	49
1991	Jungle Love	53	55
1992	Born in the U.S.A.	72	76
1993	Private Dancer	55	69
1994	Who's Zoomin' Who	47	75
1995	Fortress Around Your Heart	38	72
1996	Penny Lover	45	72
1997	All She Wants to Do Is Dance	51	66
1998	Dress You Up	50	78
1999	Sentimental Street	32	52
2000	Sugar Walls	31	55
2001	Say You, Say Me	69	72
2002	I Miss You	32	42
2003	Broken Wings	61	59
2004	How Will I Know	69	77
2005	Party All the Time	54	49
2006	Burning Heart	62	69
2007	Kyrie	56	59
2008	Addicted to Love	64	60
2009	Greatest Love of All	63	77
2010	Secret Lovers	44	51
2011	Friends and Lovers	33	0
2012	Glory of Love	70	63
2013	West End Girls	56	68
2014	Alive and Kicking	58	68
2015	Never	54	71
2016	Kiss	73	75
2017	Higher Love	60	63
2018	Stuck with You	59	64
2019	Holding Back the Years	66	70
2020	Sledgehammer	55	65
2021	Sara	53	66
2022	Human	47	63
2023	I Can't Wait	48	42
2024	Take My Breath Away	70	70
2025	Rock Me Amadeus	50	57
2026	Papa Don't Preach	58	78
2027	You Give Love a Bad Name	72	79
2028	When the Going Gets Tough, the Tough Get Going	41	62
2029	When I Think of You	46	70
2030	These Dreams	59	71
2031	Live to Tell	53	78
2032	Mad About You	41	63
2033	Something About You	57	58
2034	Venus	37	62
2035	Dancing on the Ceiling	61	72
2036	Conga	53	56
2037	True Colors	67	71
2038	Danger Zone	69	69
2039	What Have You Done For Me Lately	43	70
2040	No One Is to Blame	48	54
2041	Let's Go All the Way	1	31
2042	I Didn't Mean to Turn You On	40	60
2043	Words Get in the Way	38	56
2044	Manic Monday	55	64
2045	Walk of Life	60	76
2046	Amanda	55	68
2047	Two of Hearts	52	41
2048	Crush on You	44	45
2049	If You Leave	57	61
2050	Invisible Touch	58	68
2051	The Sweetest Taboo	58	72
2052	What You Need	39	69
2053	Talk to Me	42	65
2054	Nasty	49	70
2055	Take Me Home Tonight	61	60
2056	We Don't Have to Take Our Clothes Off	49	41
2057	All Cried Out	39	48
2058	Your Love	70	64
2059	Perfect Way	39	39
2060	Living in America	54	67
2061	R.O.C.K. in the U.S.A.	44	66
2062	Word Up!	62	56
2063	Why Can't This Be Love	60	73
2064	Typical Male	44	69
2065	Small Town	60	66
2066	Tarzan Boy	62	50
2067	All I Need Is a Miracle	44	61
2068	Sweet Freedom	38	59
2069	True Blue	54	78
2070	Rumors	43	32
2071	Life in a Northern Town	54	43
2072	Bad Boy	35	56
2073	Sleeping Bag	48	70
2074	Tonight She Comes	44	67
2075	Love Touch	24	74
2076	A Love Bizarre	42	51
2077	Throwing It All Away	40	68
2078	Baby Love	7	63
2079	Election Day	35	51
2080	Nikita	64	81
2081	Take Me Home	54	77
2082	Sweet Love	57	59
2083	Your Wildest Dreams	56	61
2084	Object of My Desire	48	36
2085	Dreamtime	30	75
2086	King for a Day	56	59
2087	Love Will Conquer All	40	72
2088	A Different Corner	53	74
2089	Go Home	28	78
2090	Walk Like an Egyptian	63	64
2091	Alone	72	71
2092	Shake You Down	52	43
2093	I Wanna Dance with Somebody (Who Loves Me)	80	77
2094	Nothing's Gonna Stop Us Now	19	66
2095	Here I Go Again	57	67
2096	The Way It Is	12	26
2097	Shakedown	42	68
2098	Livin' on a Prayer	72	79
2099	La Bamba	56	57
2100	Everybody Have Fun Tonight	50	54
2101	Don't Dream It's Over	12	67
2102	Always	55	51
2103	With or Without You	68	80
2104	Looking for a New Love	44	46
2105	Head to Toe	45	48
2106	I Think We're Alone Now	62	52
2107	Mony Mony	54	66
2108	At This Moment	41	32
2109	The Lady in Red	61	61
2110	I Still Haven't Found What I'm Looking For	75	80
2111	I Want Your Sex	49	74
2112	Notorious	37	69
2113	Only in My Dreams	51	57
2114	Lean on Me	43	40
2115	Open Your Heart	52	78
2116	Lost in Emotion	45	48
2117	(I Just) Died In Your Arms	70	61
2118	You Keep Me Hangin' On	61	59
2119	Keep Your Hands to Yourself	52	46
2120	Control	41	70
2121	U Got the Look	48	82
2122	Land of Confusion	54	68
2123	You Got It All	37	45
2124	Touch Me (I Want Your Body)	43	48
2125	Causing a Commotion	42	78
2126	In Too Deep	46	68
2127	Hip to Be Square	62	64
2128	Will You Still Love Me?	50	67
2129	Little Lies	43	81
2130	Luka	41	57
2131	I Heard A Rumour	56	62
2132	Songbird	43	66
2133	Carrie	67	66
2134	Don't Disturb This Groove	6	37
2135	La Isla Bonita	64	78
2136	Bad	67	86
2137	Sign o' the Times	52	82
2138	Change of Heart	41	71
2139	Come Go with Me	40	46
2140	To Be a Lover	40	66
2141	Breakout	56	48
2142	Stand by Me	78	67
2143	Tonight, Tonight, Tonight	40	68
2144	Someday	41	46
2145	When Smokey Sings	47	55
2146	Casanova	53	48
2147	Rhythm Is Gonna Get You	34	32
2148	Rock Steady	51	54
2149	Wanted Dead or Alive	65	79
2150	Big Time	37	65
2151	The Finer Things	43	63
2152	Let Me Be the One	35	46
2153	Is This Love	42	69
2154	Diamonds	31	51
2155	Point of No Return	44	46
2156	Big Love	40	81
2157	Midnight Blue	44	41
2158	Something So Strong	43	67
2159	Heat of the Night	34	76
2160	Brilliant Disguise	55	76
2161	Just to See Her	46	61
2162	Who Will You Run To	40	71
2163	Respect Yourself	19	34
2164	Cross My Broken Heart	23	45
2165	Victory	24	66
2166	Don't Get Me Wrong	6	26
2167	Doing It All for My Baby	43	64
2168	Right on Track	38	33
2169	Ballerina Girl	45	72
2170	Meet Me Half Way	49	69
2171	(You Gotta) Fight for Your Right (To Party!)	41	71
2172	Love You Down	43	45
2173	Faith	73	74
2174	Need You Tonight	63	69
2175	Got My Mind Set on You	66	70
2176	Never Gonna Give You Up	65	66
2177	Sweet Child o' Mine	75	82
2178	So Emotional	58	77
2179	Heaven Is a Place on Earth	65	63
2180	Could've Been	27	52
2181	Hands to Heaven	46	67
2182	Roll with It	52	63
2183	One More Try	55	74
2184	Wishing Well	59	55
2185	The Flame	62	64
2186	Get Outta My Dreams, Get into My Car	59	62
2187	Seasons Change	39	46
2188	Is This Love	52	67
2189	Wild, Wild West	41	33
2190	Pour Some Sugar on Me	73	70
2191	Man in the Mirror	68	86
2192	Shake Your Love	41	57
2193	Simply Irresistible	49	60
2194	Hold On to the Nights	49	64
2195	Hungry Eyes	72	62
2196	Shattered Dreams	62	58
2197	Father Figure	64	74
2198	Naughty Girls (Need Love Too)	29	48
2199	A Groovy Kind of Love	56	77
2200	Love Bites	62	70
2201	Endless Summer Nights	55	64
2202	Foolish Beat	61	57
2203	Where Do Broken Hearts Go	61	77
2204	Angel	58	78
2205	The Way You Make Me Feel	70	86
2206	Make Me Lose Control	54	62
2207	Red Red Wine	75	71
2208	Bad Medicine	66	79
2209	Kokomo	59	74
2210	I Don't Wanna Go on with You Like That	49	81
2211	Together Forever	46	66
2212	Monkey	36	74
2213	Devil Inside	47	69
2214	I Don't Wanna Live Without Your Love	43	67
2215	The Loco-Motion	48	71
2216	What Have I Done to Deserve This?	42	0
2217	Make It Real	36	45
2218	What's On Your Mind (Pure Energy)	6	46
2219	Tell It to My Heart	66	59
2220	Out of the Blue	35	57
2221	Desire	62	80
2222	I Get Weak	41	63
2223	Sign Your Name	59	55
2224	I Want to Be Your Man	41	66
2225	Girlfriend	42	40
2226	Dirty Diana	64	86
2227	Mercedes Boy	37	40
2228	Perfect World	34	64
2229	New Sensation	50	69
2230	Catch Me (I'm Falling)	38	28
2231	If It Isn't Love	54	58
2232	Rocket 2 U	28	45
2233	One Good Woman	43	63
2234	Candle in the Wind	55	81
2235	Everything Your Heart Desires	36	75
2236	Say You Will	46	70
2237	I Want Her	50	62
2238	Pink Cadillac	35	65
2239	Fast Car	77	72
2240	Electric Blue	54	53
2241	Always on My Mind	52	68
2242	When It's Love	46	73
2243	I Hate Myself for Loving You	64	61
2244	I Don't Want to Live Without You	48	70
2245	Nite and Day	51	49
2246	One Moment in Time	57	77
2247	Kissing a Fool	53	74
2248	Cherry Bomb	52	66
2249	I Still Believe	41	40
2250	I Found Someone	54	74
2251	Never Tear Us Apart	55	69
2252	Valerie	65	63
2253	Just Like Paradise	52	50
2254	Nothin' but a Good Time	62	65
2255	Wait	48	54
2256	Prove Your Love	36	59
2257	Look Away	50	67
2258	My Prerogative	57	60
2259	Every Rose Has Its Thorn	69	65
2260	Straight Up	62	57
2261	Miss You Much	45	70
2262	Cold Hearted	56	57
2263	Wind Beneath My Wings	54	58
2264	Girl You Know It's True	58	53
2265	Giving You the Best That I Got	53	59
2266	Right Here Waiting	73	64
2267	Waiting For a Star to Fall	56	46
2268	Lost in Your Eyes	62	57
2269	Heaven	62	60
2270	The Look	68	71
2271	She Drives Me Crazy	71	62
2272	On Our Own	45	60
2273	Two Hearts	55	77
2274	Blame It on the Rain	44	53
2275	Listen to Your Heart	72	71
2276	If You Don't Know Me by Now	69	70
2277	Like a Prayer	69	78
2278	How Can I Fall?	45	67
2279	Baby Don't Forget My Number	43	53
2280	Toy Soldiers	56	48
2281	Forever Your Girl	40	57
2282	The Living Years	32	61
2283	Eternal Flame	68	64
2284	Wild Thing	55	48
2285	When I See You Smile	66	54
2286	If I Could Turn Back Time	71	74
2287	Buffalo Stance	50	60
2288	When I'm with You	46	34
2289	Born to Be My Baby	60	79
2290	Good Thing	63	62
2291	The Lover in Me	28	55
2292	Bust a Move	63	54
2293	Once Bitten, Twice Shy	59	55
2294	Batdance	47	82
2295	Rock On	27	22
2296	Real Love	27	46
2297	Love Shack	65	61
2298	Every Little Step	56	60
2299	Hangin' Tough	49	61
2300	So Alive	52	46
2301	You Got It (The Right Stuff)	56	61
2302	Armageddon It	51	70
2303	Satisfied	37	64
2304	Express Yourself	55	78
2305	I Like It	26	55
2306	Soldier of Love	26	61
2307	Sowing the Seeds of Love	59	72
2308	Cherish	49	78
2309	When the Children Cry	58	54
2310	18 and Life	67	64
2311	I Don't Want Your Love	18	69
2312	Second Chance	51	60
2313	The Way You Love Me	41	44
2314	Funky Cold Medina	53	48
2315	In Your Room	37	64
2316	Miss You Like Crazy	59	65
2317	Lovesong	59	75
2318	Secret Rendezvous	36	44
2319	Angel Eyes	46	47
2320	Patience	64	82
2321	Walk on Water	36	60
2322	Cover Girl	38	61
2323	Welcome to the Jungle	73	82
2324	Shower Me With Your Love	45	52
2325	Stand	49	75
2326	Close My Eyes Forever	41	0
2327	All This Time	48	52
2328	Roni	54	60
2329	Love in an Elevator	47	78
2330	Lay Your Hands on Me	39	79
2331	The Promise	63	51
2332	What I Am	54	46
2333	Paradise City	71	82
2334	I Wanna Have Some Fun	26	48
2335	She Wants to Dance with Me	43	66
2336	Dreamin'	30	55
2337	Poison	68	65
2338	This Time I Know It's for Real	41	64
2339	Smooth Criminal	76	86
2340	Heaven Help Me	36	26
2341	Rock Wit'cha	52	60
2342	What You Don't Know	25	46
2343	The End of the Innocence	55	66
2344	Keep on Movin'	44	53
2345	Hold On	68	57
2346	It Must Have Been Love	69	71
2347	Nothing Compares 2 U	70	61
2348	Poison	66	57
2349	Vogue	64	78
2350	Vision of Love	58	83
2351	Another Day in Paradise	72	77
2352	Hold On	58	61
2353	Cradle of Love	42	66
2354	Blaze of Glory	66	57
2355	Do Me!	45	57
2356	How Am I Supposed to Live Without You	68	67
2357	Pump Up the Jam	65	57
2358	Escapade	49	70
2359	All I Wanna Do Is Make Love to You	63	71
2360	Close to You	54	50
2361	Black Velvet	70	58
2362	Release Me	47	57
2363	All Around the World	59	62
2364	I Wanna Be Rich	19	47
2365	Rub You the Right Way	51	53
2366	If Wishes Came True	30	36
2367	The Power	55	59
2368	Love Will Lead You Back	56	59
2369	Two to Make It Right	35	30
2370	Sending All My Love	45	33
2371	Unskinny Bop	59	65
2372	Step by Step	61	61
2373	Dangerous	54	71
2374	We Didn't Start the Fire	70	77
2375	I Don't Have the Heart	55	58
2376	Downtown Train	48	74
2377	Rhythm Nation	48	70
2378	Roam	52	61
2379	Everything	27	46
2380	Here and Now	49	66
2381	Alright	47	70
2382	Ice Ice Baby	69	60
2383	Blame It on the Rain	44	53
2384	Have You Seen Her	41	61
2385	With Every Beat of My Heart	33	59
2386	Come Back to Me	41	70
2387	Praying for Time	54	74
2388	How Can We Be Lovers	50	67
2389	Do You Remember	59	77
2390	Ready or Not	52	50
2391	U Can't Touch This	72	61
2392	I Wish It Would Rain Down	58	77
2393	Just Between You and Me	37	41
2394	Something Happened on the Way to Heaven	54	77
2395	Black Cat	42	70
2396	The Humpty Dance	61	60
2397	Free Fallin'	71	71
2398	Giving You the Benefit	28	40
2399	Enjoy the Silence	64	75
2400	Love Song	54	58
2401	Price of Love	42	54
2402	King of Wishful Thinking	64	55
2403	What Kind of Man Would I Be?	36	67
2404	I Remember You	66	64
2405	Here We Are	33	65
2406	Epic	67	64
2407	Love Takes Time	54	83
2408	Just Like Jesse James	50	74
2409	Love Shack	65	61
2410	All or Nothing	30	53
2411	Romeo	12	55
2412	Everybody Everybody	46	52
2413	I Go to Extremes	46	77
2414	Whip Appeal	42	61
2415	Oh Girl	59	62
2416	(It's Just) The Way That You Love Me	30	57
2417	We Can't Go Wrong	20	39
2418	When I'm Back on My Feet Again	42	67
2419	Make You Sweat	35	62
2420	This One's for the Children	34	61
2421	What It Takes	47	78
2422	Forever	57	73
2423	Jerk Out	29	55
2424	Just a Friend	61	53
2425	Without You	47	69
2426	Swing the Mood	45	41
2427	Thieves in the Temple	42	82
2428	Mentirosa	38	31
2429	Tic-Tac-Toe	21	13
2430	(Everything I Do) I Do It for You	65	76
2431	I Wanna Sex You Up	59	53
2432	Gonna Make You Sweat (Everybody Dance Now)	22	12
2433	Rush Rush	61	57
2434	One More Try	43	71
2435	Unbelievable	61	49
2436	More Than Words	68	65
2437	The First Time	32	52
2438	Baby Baby	59	59
2439	Motownphilly	53	70
2440	Because I Love You (The Postman Song)	26	50
2441	Someday	50	83
2442	High Enough	57	48
2443	From a Distance	49	58
2444	All the Man That I Need	52	77
2445	Right Here, Right Now	54	43
2446	I Adore Mi Amor	41	53
2447	Love Will Never Do (Without You)	44	70
2448	Justify My Love	49	78
2449	Emotions	62	83
2450	Joyride	56	71
2451	Romantic	32	44
2452	Hold You Tight	31	20
2453	I Don't Wanna Cry	49	83
2454	Every Heartbeat	36	59
2455	Sensitivity	53	59
2456	Touch Me (All Night Long)	34	34
2457	I've Been Thinking About You	37	50
2458	Do Anything	26	51
2459	Losing My Religion	80	75
2460	Coming Out of the Dark	29	65
2461	It Ain't Over 'til It's Over	66	72
2462	Where Does My Heart Beat Now	51	77
2463	Summertime	60	61
2464	Wind of Change	75	73
2465	The Promise of a New Day	36	57
2466	Love of a Lifetime	57	57
2467	This House	27	34
2468	Hole Hearted	41	65
2469	Power of Love/Love Power	39	66
2470	Impulsive	37	57
2471	Love Is a Wonderful Thing	38	67
2472	Rhythm of My Heart	49	74
2473	I Touch Myself	58	50
2474	Iesha	36	30
2475	Something to Talk About	58	59
2476	After the Rain	42	70
2477	Play That Funky Music	37	60
2478	Temptation	32	47
2479	I Can't Wait Another Minute	43	50
2480	3 a.m. Eternal	45	35
2481	Time, Love and Tenderness	33	67
2482	Sadeness (Part I)	30	62
2483	Around the Way Girl	51	65
2484	Cream	43	75
2485	Now That We Found Love	56	51
2486	Show Me the Way	41	64
2487	Love Takes Time	54	83
2488	Cry for Help	35	66
2489	The Way You Do the Things You Do	51	71
2490	Here I Am (Come and Take Me)	51	71
2491	Signs	54	58
2492	Too Many Walls	29	34
2493	Crazy	59	61
2494	Place in this World	40	62
2495	Something to Believe In	52	65
2496	Wicked Game	68	63
2497	Get Here	46	55
2498	Round and Round	36	57
2499	Silent Lucidity	59	56
2500	Piece of My Heart	14	20
2501	Real Real Real	29	43
2502	Everybody Plays the Fool	33	56
2503	Just Another Dream	27	34
2504	Strike It Up	43	52
2505	Rico Suave	29	77
2506	Disappear	38	69
2507	Groove Is in the Heart	65	55
2508	All This Time	39	72
2509	The One and Only	57	45
2510	O.P.P.	59	62
2511	Freedom 90	67	74
2512	I Saw Red	43	60
2513	Miles Away	50	51
2514	Do You Want Me	29	63
2515	The Motown Song	32	74
2516	Shiny Happy People	68	75
2517	End of the Road	71	70
2518	Baby Got Back	66	57
2519	Jump	67	74
2520	Save the Best for Last	52	55
2521	Baby-Baby-Baby	50	72
2522	Tears in Heaven	73	75
2523	My Lovin' (You're Never Gonna Get It)	57	61
2524	Under the Bridge	81	85
2525	All 4 Love	47	53
2526	Just Another Day	59	60
2527	I Love Your Smile	49	50
2528	To Be with You	70	61
2529	Black or White	69	86
2530	Achy Breaky Heart	63	58
2531	November Rain	79	82
2532	Life Is a Highway	64	53
2533	Remember the Time	72	86
2534	Finally	53	53
2535	This Used to Be My Playground	43	78
2536	Jump Around	75	63
2537	Diamonds and Pearls	46	75
2538	Masterpiece	45	51
2539	If You Asked Me To	37	77
2540	Giving Him Something He Can Feel	53	61
2541	Live and Learn	38	26
2542	Come and Talk to Me	58	59
2543	Smells Like Teen Spirit	75	81
2544	Humpin' Around	39	60
2545	Damn I Wish I Was Your Lover	52	49
2546	Tell Me What You Want Me to Do	40	57
2547	Bohemian Rhapsody	81	96
2548	Tennessee	49	54
2549	Make It Happen	47	83
2550	The One	50	81
2551	Set Adrift on Memory Bliss	48	42
2552	Stay	52	42
2553	2 Legit 2 Quit	47	61
2554	Breakin' My Heart (Pretty Brown Eyes)	59	56
2555	Wishing on a Star	33	39
2556	Good for Me	31	59
2557	All I Want	58	53
2558	When a Man Loves a Woman	67	67
2559	I Can't Dance	52	68
2560	Hazard	53	64
2561	Mysterious Ways	58	80
2562	Too Funky	50	74
2563	How Do You Talk to an Angel	40	51
2564	One	73	80
2565	Keep on Walkin'	31	53
2566	Hold on My Heart	44	68
2567	The Way I Feel About You	29	44
2568	Beauty and the Beast	63	0
2569	Warm It Up	42	74
2570	In the Closet	58	86
2571	People Everyday	57	54
2572	No Son of Mine	38	68
2573	Wildside	30	46
2574	Do I Have to Say the Words?	40	76
2575	Friday I'm in Love	64	75
2576	Everything About You	45	53
2577	Blowing Kisses in the Wind	30	57
2578	Thought I'd Died and Gone to Heaven	38	76
2579	Rhythm Is a Dancer	67	59
2580	Addams Groove	51	61
2581	Missing You Now	47	67
2582	Back to the Hotel	53	42
2583	Everything Changes	24	34
2584	Have You Ever Needed Someone So Bad	49	70
2585	Take This Heart	36	64
2586	When I Look Into Your Eyes	59	57
2587	I Wanna Love You	36	80
2588	Uhh Ahh	47	70
2589	Real Love	58	72
2590	Justified and Ancient	33	35
2591	Slow Motion	20	53
2592	What About Your Friends	58	72
2593	Thinkin' Back	25	53
2594	Would I Lie to You?	45	54
2595	Keep Coming Back	32	64
2596	Free Your Mind	54	61
2597	Keep It Comin'	31	62
2598	Just Take My Heart	50	61
2599	I Will Remember You	34	59
2600	We Got a Love Thang	28	53
2601	They Want EFX	52	61
2602	I Can't Make You Love Me	63	59
2603	"""I Will Always Love You"""	75	77
2604	"""Whoomp! (There It Is)"""	22	32
2605	"""Freak Me"""	59	78
2606	"""Weak"""	67	62
2607	"""If I Ever Fall in Love"""	56	53
2608	"""Dreamlover"""	56	83
2609	"""Rump Shaker"""	52	43
2610	"""Informer"""	62	74
2611	"""In the Still of the Nite"""	41	70
2612	"""Knockin' da Boots"""	59	50
2613	"""Lately"""	40	59
2614	"""Show Me Love"""	64	81
2615	"""If"""	52	70
2616	"""Love Is"""	31	18
2617	"""Runaway Train"""	68	58
2618	"""Ditty"""	44	42
2619	"""Rhythm Is a Dancer"""	67	59
2620	"""The River of Dreams"""	59	77
2621	"""I'm Gonna Be (500 Miles)"""	34	65
2622	"""Two Princes"""	72	62
2623	"""Right Here"""	63	62
2624	"""I Have Nothing"""	71	77
2625	"""Mr. Wendal"""	51	54
2626	"""Have I Told You Lately"""	60	74
2627	"""Saving Forever for You"""	37	50
2628	"""Ordinary World"""	70	69
2629	"""If I Had No Loot"""	42	58
2630	"""Slam"""	61	55
2631	"""Looking Through Patient Eyes"""	36	42
2632	"""Come Undone"""	65	69
2633	"""Whoot, There It Is"""	23	23
2634	"""Hip Hop Hooray"""	67	62
2635	"""Another Sad Love Song"""	49	67
2636	"""Will You Be There"""	57	86
2637	"""Comforter"""	44	53
2638	"""Good Enough"""	39	60
2639	"""All That She Wants"""	67	65
2640	"""7"""	47	75
2641	"""One Last Cry"""	59	64
2642	"""Just Kickin' It"""	57	57
2643	"""I Get Around"""	70	82
2644	"""Bed of Roses"""	71	79
2645	"""Real Love"""	58	72
2646	"""Here We Go Again!"""	38	36
