,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track_Popularity,Artist_Popularity,Duration_ms,Time Signature
29,2001,Los Yonic's,Si No Me Querías,0.484,0.417,9,-14.138,1,0.0396,0.623,0.0,0.101,0.572,149.431,27,60,158133,4
30,2000,Tony Croatto,El Niño Jesús,0.79,0.228,4,-18.68,0,0.0938,0.288,0.0,0.0707,0.58,102.081,30,36,226200,4
31,2004,Roberto Carlos,Cóncavo Y Convexo - En Vivo,0.342,0.512,11,-10.604,0,0.114,0.719,0.0,0.808,0.497,197.314,43,68,174107,4
32,2004,Mannheim Steamroller,Away In The Manger,0.431,0.15,7,-13.754,1,0.0322,0.936,0.111,0.111,0.0714,93.847,31,56,202387,3
33,2009,Karl Denson,Shake It Out,0.728,0.928,4,-6.717,0,0.116,0.0711,2.12e-06,0.178,0.423,92.544,28,39,244893,4
34,2003,Lionel Hampton,Hey Ba Ba Re Bop,0.68,0.353,0,-9.132,1,0.06,0.84,2.85e-05,0.068,0.852,133.789,30,45,201773,4
35,2005,Megadeth,Peace Sells - Remastered,0.307,0.905,11,-4.362,0,0.141,0.000624,0.424,0.545,0.716,138.333,40,70,242533,4
36,2012,The Empty Pockets,Snow Shoes,0.597,0.31,0,-11.742,1,0.0384,0.233,0.0,0.12,0.399,131.887,29,27,243973,4
37,2010,We Are The Fallen,I Am Only One,0.44,0.422,7,-8.312,1,0.0267,0.817,0.00186,0.208,0.0988,139.9,33,37,277947,4
38,2007,Aesop Rock,The Harbor Is Yours,0.549,0.729,1,-8.808,0,0.355,0.389,2.07e-05,0.929,0.801,79.665,30,59,238613,4
39,2005,Various Artists,Lift Up Your Head,0.769,0.546,2,-11.526,0,0.0556,0.0557,1.62e-05,0.0632,0.919,81.973,30,8,239493,4
40,2015,Hillsong United,Prince Of Peace,0.43,0.528,2,-9.134,1,0.0287,0.00671,0.0185,0.225,0.109,147.937,42,74,356960,4
41,2003,Within Temptation,Mother Earth,0.398,0.579,6,-5.881,0,0.0282,0.0263,0.00108,0.332,0.147,105.174,30,66,329533,3
42,2005,Wu-Tang Clan,Preservation,0.699,0.697,2,-5.325,1,0.11,0.0532,0.0,0.22,0.348,87.883,53,72,146533,4
43,2017,K.Flay,High Enough,0.609,0.627,0,-4.951,1,0.0306,0.03,0.0632,0.165,0.535,89.012,56,68,231600,4
44,2009,Kany Garcia,Feliz,0.598,0.864,11,-4.309,1,0.0633,0.00725,0.0,0.0742,0.889,165.917,37,67,157200,4
45,2012,Modern Baseball,"See Ya, Sucker",0.628,0.954,3,-4.024,1,0.0945,0.0124,0.0,0.263,0.585,100.953,39,59,132398,4
46,2014,Sharon Van Etten,Every Time the Sun Comes Up,0.663,0.522,1,-8.741,1,0.0374,0.392,5.41e-06,0.197,0.301,99.765,63,62,262520,4
47,2001,Buddy Guy,Baby Please Don't Leave Me,0.398,0.517,10,-5.693,0,0.0281,0.000113,0.874,0.0806,0.0525,78.211,39,57,442619,4
48,2012,Andrew Holdsworth,Rock-A-Bye Baby,0.427,0.0179,5,-26.373,1,0.0413,0.992,0.92,0.102,0.103,62.123,39,50,216833,4
49,2012,Tercer Cielo,Ser Tu Heroe,0.761,0.673,10,-4.336,0,0.0288,0.692,4.33e-06,0.12,0.835,135.912,37,62,238910,4
50,2009,Say Anything,Less Cute,0.558,0.948,10,-3.568,0,0.123,0.0478,0.0,0.073,0.642,127.118,31,56,185147,4
51,2005,Eminem,Sing For The Moment,0.664,0.801,5,-4.306,0,0.141,0.00183,1.5e-06,0.0733,0.183,164.004,53,96,340267,4
52,2002,Ashanti,VooDoo,0.381,0.712,1,-6.156,0,0.31,0.12,4.23e-06,0.0543,0.692,167.529,30,74,282507,4
53,2001,Boney James,Heaven (feat. Trina Broussard),0.519,0.5,7,-10.335,0,0.11,0.538,0.00876,0.13,0.475,80.02,21,54,244307,4
54,2015,bo en,Miss You,0.743,0.672,3,-9.135,1,0.214,0.234,1.62e-05,0.869,0.506,115.977,44,44,202875,4
55,2013,Jessta James,If That Ain't Country,0.441,0.928,10,-3.182,1,0.0778,0.0315,0.0,0.126,0.547,160.104,36,27,255427,4
56,2001,Aesop Rock,Battery,0.694,0.583,5,-9.182,0,0.216,0.079,7.01e-06,0.101,0.62,156.115,29,59,307000,4
57,2001,James Horner,"All Love Can Be - From ""A Beautiful Mind"" Soundtrack",0.12,0.0522,6,-22.202,0,0.0448,0.976,0.0902,0.0858,0.0749,56.012,27,69,197853,4
58,2008,Claude Debussy,"2 Arabesques, L. 66: No. 1 in E Major",0.294,0.0171,4,-32.377,1,0.038,0.99,0.91,0.0854,0.0639,137.906,43,70,244107,4
59,2010,MGMT,Flash Delirium,0.575,0.804,9,-3.933,0,0.0626,0.0826,0.000363,0.0681,0.399,122.08,46,75,255907,4
60,2011,Simple Plan,Freaking Me Out - feat. Alex Gaskarth,0.492,0.991,0,-3.131,0,0.0613,0.000892,4.31e-06,0.429,0.59,162.957,32,70,186613,4
61,2008,Stick Figure,Trouble Up There,0.785,0.556,7,-5.159,0,0.0621,0.0309,0.0607,0.121,0.589,73.957,28,63,202280,4
62,2013,Action Bronson,Seven Series Triplets (feat. Prodigy and Raekwon),0.603,0.864,7,-2.738,0,0.119,0.49,0.0,0.118,0.53,81.495,39,69,211467,4
63,2007,Rebelution,Feeling Alright,0.836,0.584,7,-8.219,1,0.0793,0.0387,0.0,0.102,0.68,134.204,59,68,266400,4
64,2009,Dear Landlord,I Live In Hell,0.408,0.968,2,-4.256,1,0.15,0.000152,4.06e-06,0.33,0.637,124.944,36,32,78213,4
65,2004,Alanis Morissette,Excuses,0.525,0.911,3,-5.266,1,0.048,0.0428,1.76e-05,0.0989,0.421,110.794,34,70,211267,4
66,2015,Los De La Nazza,Tumba La Casa (feat. Alexio),0.778,0.696,1,-5.764,0,0.151,0.0822,0.0,0.708,0.704,82.966,56,58,242259,4
67,2015,Sports,Panama,0.615,0.724,5,-8.583,1,0.0306,0.298,0.459,0.211,0.449,97.728,57,55,198547,4
68,2007,Los Hermanos Mier,El Cienpies,0.555,0.629,4,-13.575,1,0.0522,0.211,0.000449,0.167,0.966,201.43,24,34,181560,4
69,2006,Skillet,Falling Inside The Black,0.501,0.942,4,-3.127,0,0.0905,0.00197,0.0,0.182,0.461,92.967,56,75,210027,4
70,2002,Orange Goblin,Your World Will Hate This,0.408,0.956,9,-4.948,0,0.0894,0.00208,0.000171,0.808,0.441,107.024,23,44,117840,4
71,2005,Alejandro Fernandez,México Lindo y Querido - En Vivo,0.255,0.684,9,-8.486,1,0.0609,0.357,0.0,0.869,0.367,87.972,37,79,245307,3
72,2002,Maroon 5,Sunday Morning,0.607,0.76,0,-5.229,1,0.0482,0.0745,0.0,0.0595,0.805,88.059,69,90,244867,4
73,2011,Greensky Bluegrass,Jaywalking,0.543,0.566,11,-6.942,0,0.0277,0.725,0.00515,0.114,0.283,97.42,31,57,343147,4
74,2017,Trippie Redd,Dangerous,0.752,0.572,6,-6.463,0,0.381,0.0891,0.0,0.0922,0.136,139.958,51,91,227532,4
75,2007,Boosie Badazz,"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",0.836,0.906,1,-2.902,1,0.279,0.000426,0.0,0.227,0.718,165.091,56,69,272347,4
76,2001,The City of Prague Philharmonic Orchestra,The Godfather Part III - Coda,0.173,0.108,5,-18.593,0,0.0391,0.91,0.684,0.0784,0.0374,111.648,22,62,124933,3
77,2009,Buckcherry,Rescue Me,0.402,0.908,0,-3.179,0,0.0549,0.000399,0.00576,0.0969,0.454,153.035,36,57,192987,4
78,2017,Meek Mill,Left Hollywood,0.457,0.886,6,-3.812,1,0.496,0.119,0.0,0.0891,0.416,175.712,47,81,222437,4
79,2013,Toby Keith,Drinks After Work,0.671,0.822,0,-4.844,1,0.028,0.0835,5.51e-06,0.13,0.817,102.51,42,70,212467,4
80,2014,EARTHGANG,The F Bomb,0.559,0.781,0,-3.412,1,0.132,0.117,1.67e-05,0.276,0.18,129.987,40,64,240021,4
81,2014,Death Grips,You Might Think He Loves You for Your Money but I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,0.317,0.853,7,-2.751,1,0.186,0.00187,0.000702,0.254,0.487,103.37,45,62,161133,4
82,2007,2Pac,Trapped - (Explicit),0.797,0.612,10,-6.62,0,0.294,0.00417,9.71e-05,0.116,0.473,88.292,34,82,284387,4
83,2009,Fireworks,Detroit,0.413,0.954,3,-3.227,1,0.0678,0.00374,0.0,0.246,0.568,152.099,27,37,236427,4
84,2015,Zella Day,Hypnotic,0.635,0.718,6,-5.168,0,0.0378,0.0889,0.0,0.306,0.408,80.957,60,60,176787,4
85,2011,Noah And The Whale,L.I.F.E.G.O.E.S.O.N.,0.603,0.745,4,-5.79,1,0.0368,0.207,0.0,0.348,0.606,81.981,56,59,228000,4
86,2013,Sean P,Be Like Me,0.677,0.648,1,-8.369,1,0.0782,0.000157,0.0,0.242,0.0952,149.08,35,83,193541,4
87,2016,Jordan Rager,Southern Boy - with Jason Aldean,0.506,0.742,3,-7.082,1,0.0287,0.0596,0.0,0.256,0.299,149.904,46,45,227453,4
88,2014,"Invent, Animate",Nocturne: Lost Faith,0.463,0.988,8,-3.392,0,0.156,9.24e-05,0.00407,0.22,0.0979,125.017,37,43,206901,4
89,2013,The Maine,Raining in Paris,0.544,0.355,6,-11.86,1,0.0417,0.788,1.05e-05,0.144,0.349,143.646,38,63,227083,4
90,2003,50 Cent,What Up Gangsta,0.684,0.772,2,-2.382,1,0.046,0.00254,0.0,0.101,0.302,82.492,54,83,179467,4
91,2009,Ingrid Michaelson,Incredible Love,0.52,0.319,9,-10.481,0,0.039,0.828,0.0674,0.117,0.124,68.548,29,65,233747,4
92,2007,Britney Spears,Hot as Ice,0.83,0.742,7,-3.783,1,0.036,0.0247,0.0,0.0488,0.951,127.933,43,81,196707,4
93,2007,Bright Eyes,Hot Knives,0.227,0.774,9,-6.477,1,0.0738,0.00504,0.000854,0.113,0.54,69.048,29,63,253693,4
94,2007,As I Lay Dying,An Ocean Between Us,0.437,0.997,7,-3.95,1,0.115,1.39e-05,0.00624,0.133,0.0419,112.523,46,61,253080,4
95,2016,DRAMA,Barely Friends,0.652,0.447,8,-10.28,0,0.0402,0.837,0.0506,0.105,0.0676,82.016,56,62,240000,4
96,2013,Kodaline,Talk,0.541,0.455,1,-7.305,1,0.0306,0.531,8.71e-05,0.0689,0.169,119.985,44,76,268360,4
97,2003,The Ataris,Unopened Letter to the World,0.355,0.943,9,-3.804,1,0.0708,0.00849,0.0,0.13,0.634,184.756,33,55,159893,4
98,2004,Nino Ferrer,La rua Madureira,0.532,0.5,7,-8.696,1,0.0685,0.491,0.00142,0.156,0.505,122.854,39,49,203147,5
99,2014,Blackbear,Califormula,0.674,0.292,10,-11.525,0,0.0409,0.858,0.000326,0.227,0.409,119.955,51,81,217026,4
100,2016,I See Stars,White Lies,0.543,0.845,10,-2.94,0,0.0384,0.00354,4.53e-05,0.1,0.254,128.011,45,59,212430,4
101,2010,Canserbero,Hace Falta Soñar,0.621,0.906,4,-4.656,0,0.208,0.0359,3.31e-05,0.0822,0.572,178.066,46,73,364069,4
102,2014,Dave Matthews Band,Ants Marching,0.637,0.856,2,-4.34,1,0.034,0.0187,1.99e-05,0.0157,0.846,113.32,62,70,271187,4
103,2007,Various Artists,Empty Glass,0.646,0.411,7,-13.465,1,0.0244,0.0428,3.37e-05,0.281,0.712,95.425,25,8,237724,4
104,2002,Andre Nickatina,Pitbull Terrier,0.942,0.676,4,-4.386,0,0.172,0.123,0.0,0.0507,0.415,98.983,28,54,192587,4
105,2013,Five Finger Death Punch,Lift Me Up,0.518,0.986,4,-4.161,1,0.137,8.48e-05,0.0,0.208,0.174,75.0,42,80,246209,4
106,2017,Various Artists,"Pray - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0.441,0.637,3,-7.025,0,0.0558,0.0906,0.0,0.0951,0.472,82.589,58,8,200813,4
107,2002,Various Artists,"Topsy Turvy - From ""The Hunchback Of Notre Dame"" / Soundtrack",0.429,0.581,2,-14.4,1,0.285,0.713,0.0,0.0921,0.383,142.61,28,8,336533,4
108,2015,Hopsin,Ill Mind of Hopsin 7,0.642,0.791,2,-3.859,0,0.322,0.0515,0.0,0.119,0.331,93.015,59,69,350482,4
109,2014,deadmau5,Avaritia,0.712,0.728,2,-7.033,1,0.0757,0.0216,0.88,0.0751,0.0312,128.028,33,72,402955,4
110,2005,Harry Gregson-Williams,The Stone Table,0.196,0.18,7,-19.135,0,0.0415,0.318,0.917,0.11,0.0345,133.044,30,60,486733,4
111,2000,Ballyhoo!,Mellow Grind,0.618,0.983,6,-4.511,0,0.145,0.000596,7.82e-06,0.08,0.506,105.706,18,53,185240,4
112,2006,Corinne Bailey Rae,Call Me When You Get This,0.581,0.663,6,-9.035,0,0.0502,0.0387,0.00415,0.362,0.294,102.905,40,68,304867,4
113,2008,Maria Mena,All This Time (Pick-Me-Up Song),0.579,0.456,6,-7.502,1,0.0331,0.666,0.00049,0.0674,0.364,133.031,47,58,191507,4
114,2016,Keith Urban,Break On Me,0.618,0.746,8,-7.1,1,0.0311,0.387,0.000215,0.108,0.455,87.005,56,75,208360,4
115,2015,Iration,You Know You Don't Mind,0.659,0.803,4,-5.117,1,0.0522,0.00407,0.0,0.0875,0.9,151.082,36,62,226520,4
116,2000,Antonín Dvořák,"Serenade für Streicher, Op. 22, B. 52: I. Moderato",0.157,0.0279,4,-26.778,1,0.0447,0.921,0.815,0.106,0.0746,80.133,25,63,243000,4
117,2016,Rex Orange County,Know Love,0.49,0.235,3,-20.423,1,0.0434,0.541,4.75e-05,0.137,0.188,120.138,58,79,241000,4
118,2003,Longwave,Tidal Wave,0.444,0.864,2,-6.29,1,0.0455,0.0505,0.00837,0.114,0.353,121.539,25,26,207093,4
119,2014,Future Islands,Seasons (Waiting On You),0.498,0.721,10,-5.232,1,0.0282,0.136,0.7,0.0933,0.589,140.027,62,63,226440,4
120,2006,The RH Factor,Crazy Race,0.766,0.391,10,-12.059,0,0.18,0.364,4.27e-06,0.0968,0.756,101.158,47,48,143280,4
121,2015,KAYTRANADA,At All,0.898,0.471,2,-10.13,1,0.519,0.0399,0.698,0.0694,0.41,120.099,50,69,287249,4
122,2007,Aiza Seguerra,Para Lang Sa'Yo,0.546,0.151,0,-13.719,1,0.0386,0.92,0.0,0.0875,0.331,143.689,51,56,235494,4
123,2014,James Bay,Best Fake Smile,0.689,0.886,11,-4.266,1,0.0424,0.0228,0.0,0.275,0.936,142.017,47,77,205027,4
124,2008,Coldplay,42,0.294,0.635,5,-7.202,0,0.0349,0.221,0.00281,0.102,0.176,141.388,49,89,237400,4
125,2003,Various Artists,The Land Of Shadow,0.15,0.146,0,-20.851,1,0.0383,0.524,0.948,0.211,0.0398,97.328,37,8,389267,4
126,2004,Jay Chou,止戰之殤,0.477,0.725,1,-6.677,0,0.0447,0.483,9.02e-05,0.109,0.337,88.956,39,73,274907,4
127,2002,Conjure One,Tears From The Moon (feat. Sinéad O'Connor),0.653,0.776,4,-5.971,0,0.0378,0.104,0.0493,0.239,0.85,102.829,29,40,257893,4
128,2013,Clem Leek,Bless Those Tired Eyes,0.301,0.198,10,-18.721,0,0.0314,0.889,0.871,0.104,0.04,136.903,57,56,232221,1
129,2009,María José,Adelante Corazón,0.535,0.759,0,-4.503,0,0.0331,0.0236,0.0,0.17,0.48,158.003,35,62,239267,3
130,2003,La Autentica de Jerez Zacatecas,El Capiro,0.511,0.424,8,-12.11,1,0.143,0.132,0.0,0.264,0.966,203.564,20,38,152373,3
131,2008,The Killers,Joy Ride,0.692,0.915,9,-5.319,0,0.0332,0.0488,0.00015,0.131,0.732,117.006,38,80,213773,4
132,2003,Bronco El Gigante de America,Corazón Borracho,0.613,0.739,7,-2.762,1,0.0518,0.385,0.0,0.0843,0.505,149.914,23,46,198360,3
133,2014,Redimi2,Bonita,0.648,0.807,4,-7.035,0,0.13,0.341,0.0,0.215,0.611,86.975,45,64,245413,4
134,2012,Bridgit Mendler,Rocks at My Window,0.639,0.935,8,-3.002,1,0.103,0.0193,0.000205,0.386,0.812,184.96,39,63,192667,4
135,2012,Cao Thai Son,Anh Sai Rồi,0.715,0.591,3,-4.429,0,0.0309,0.515,0.0,0.115,0.333,120.065,36,36,299781,4
136,2006,Phineas Newborn Jr.,Afternoon In Paris,0.64,0.159,8,-19.799,1,0.0474,0.938,0.74,0.12,0.489,117.518,33,32,405680,4
137,2010,The Acacia Strain,Btm Fdr,0.222,0.979,2,-3.758,1,0.187,1.36e-05,0.000924,0.394,0.226,96.786,33,48,231013,1
138,2000,Eminem,The Real Slim Shady,0.95,0.665,5,-4.286,0,0.061,0.0339,0.0,0.0453,0.76,104.504,72,96,284200,4
139,2015,o k h o,Hurry Up,0.725,0.224,10,-16.027,0,0.35,0.919,0.45,0.19,0.516,79.024,43,54,81429,4
140,2017,Kodak Black,My Klik (feat. John Wicks & JackBoy),0.709,0.733,1,-4.051,1,0.0781,0.164,0.0,0.113,0.212,140.006,47,91,205712,4
141,2005,The Academy Is...,The Phrase That Pays,0.635,0.773,0,-4.923,1,0.0604,0.0644,0.0,0.187,0.623,134.003,40,49,197045,4
142,2009,Static-X,Terminal,0.584,0.975,10,-3.167,0,0.0544,0.00031,9.75e-05,0.099,0.458,97.518,38,60,217347,4
143,2013,Seether,Country Song,0.625,0.846,0,-6.108,1,0.0315,0.000896,0.0,0.106,0.913,96.001,41,71,232196,4
144,2013,The Weeknd,Tears In The Rain,0.655,0.636,1,-7.84,1,0.0453,0.109,0.237,0.0842,0.185,160.01,31,90,444653,4
145,2005,MercyMe,It Came Upon A Midnight Clear,0.474,0.568,9,-7.483,1,0.0346,0.456,2.44e-06,0.197,0.0667,123.977,34,65,278533,4
146,2009,Kid Cudi,T.G.I.F.,0.865,0.572,10,-5.989,1,0.0985,0.424,0.0,0.0929,0.548,164.96,45,78,151120,4
147,2014,Banks,Drowning,0.295,0.6,11,-7.775,0,0.0672,0.496,0.000784,0.282,0.314,162.265,51,67,249627,4
148,2006,Alex Campos,Fiel,0.256,0.552,7,-6.711,1,0.0362,0.118,0.0,0.25,0.299,179.883,37,62,373573,4
149,2013,Gerardo Ortiz,Amado Carrillo,0.778,0.444,10,-9.639,1,0.0706,0.348,0.0,0.236,0.821,109.655,51,77,179173,3
150,2000,Jerry Bryant,Spanish Ladies,0.627,0.151,7,-16.101,1,0.352,0.914,0.0,0.146,0.778,184.75,37,30,166747,3
151,2000,Four Tops,Walk Away Renee,0.424,0.706,9,-4.273,1,0.0359,0.207,0.0,0.0746,0.689,116.177,20,66,165267,4
152,2010,Sia,Clap Your Hands,0.699,0.87,0,-4.925,1,0.0546,0.000532,0.0219,0.359,0.778,120.033,37,90,238467,4
153,2012,Dole & Kom,Quetschkommode - Mollono.Bass Remix,0.847,0.662,9,-9.062,0,0.0497,0.00672,0.661,0.0747,0.488,125.003,47,45,461606,4
154,2012,Hannibal Buress,TSA,0.578,0.689,9,-8.211,1,0.934,0.737,0.0,0.844,0.452,90.79,34,51,240200,4
155,2005,Chad VanGaalen,Clinically Dead,0.584,0.832,0,-10.395,1,0.12,0.0152,0.489,0.0742,0.273,153.928,26,44,139693,4
156,2006,The Decemberists,Sons & Daughters,0.331,0.559,2,-8.263,1,0.0316,0.224,0.0,0.297,0.236,115.117,50,61,313600,4
157,2017,Sara Farell,How To Love,0.702,0.175,11,-13.356,1,0.0672,0.869,0.0,0.0995,0.445,136.068,55,67,212176,4
158,2006,The S.E.T.(Southeast Texanz),Intro,0.715,0.443,7,-13.303,1,0.488,0.275,0.0,0.0507,0.741,89.052,30,30,60080,4
159,2010,The Acacia Strain,The Impaler,0.314,0.978,11,-3.718,0,0.157,0.00016,0.000655,0.332,0.256,120.001,31,48,275333,4
160,2009,Mayday Parade,Anywhere But Here,0.414,0.946,4,-3.419,1,0.0856,0.00135,0.0,0.278,0.42,165.015,39,67,190640,4
161,2010,Pyotr Ilyich Tchaikovsky,"The Nutcracker - Ballet, Op.71, Act I: No. 9 - Waltz of the Snowflakes",0.199,0.113,4,-22.45,0,0.0377,0.928,0.951,0.122,0.0654,91.174,44,70,402200,4
162,2010,Various Artists,Black Betty,0.437,0.822,11,-9.258,0,0.14,0.00679,0.000573,0.141,0.659,117.194,38,8,237280,4
163,2007,The Seekers,The Carnival Is Over,0.422,0.398,2,-10.291,1,0.0266,0.348,0.0,0.177,0.468,75.513,41,50,192853,3
164,2006,Parov Stelar,Chambermaid Swing,0.893,0.601,9,-7.949,0,0.0377,0.0285,0.85,0.0782,0.488,124.047,47,67,344293,4
165,2007,Stone Avenue,Everyone's Talking,0.53,0.305,0,-14.855,1,0.0293,0.628,0.0,0.223,0.648,80.033,25,38,161693,4
166,2007,Coheed and Cambria,Mother Superior,0.528,0.77,5,-5.483,1,0.0385,0.0214,2.07e-06,0.18,0.409,129.945,42,67,398253,3
167,2017,Anuel Aa,47 - Remix,0.711,0.699,6,-4.891,1,0.193,0.248,0.0,0.254,0.376,146.016,68,92,517810,4
168,2002,The Cast Of 'We Will Rock You',Killer Queen,0.633,0.548,10,-10.007,1,0.17,0.428,0.0,0.43,0.546,117.716,35,35,147333,4
169,2015,Wale,The Pessimist (feat. J. Cole),0.639,0.664,11,-7.106,0,0.0451,0.422,0.0,0.23,0.193,107.996,43,76,272436,4
170,2004,Jadakiss,I'm Goin Back,0.693,0.909,2,-3.42,1,0.219,0.184,0.0,0.3,0.711,90.039,25,68,217933,4
171,2007,The Killers,Romeo And Juliet,0.61,0.397,9,-8.47,1,0.0266,0.43,8.89e-06,0.239,0.347,84.352,56,80,327867,4
172,2006,Hawk Nelson,Hello,0.513,0.633,0,-4.925,1,0.0308,0.00103,0.0,0.0997,0.746,78.272,28,52,180093,4
173,2003,RZA,A Day to God Is 1000 Years,0.674,0.697,8,-5.742,1,0.222,0.306,0.0,0.135,0.646,87.305,28,66,237093,4
174,2003,Johnny Cash,Redemption Song,0.518,0.388,10,-9.98,1,0.0362,0.753,0.0,0.0952,0.491,113.601,43,78,207200,4
175,2010,Ace Hood,"Kush (feat. Dr. Dre, Snoop Dogg & Akon)",0.64,0.866,7,-5.521,1,0.147,0.00163,0.0,0.0992,0.411,94.896,40,63,249706,4
176,2012,Moon Boots,Sugar - Original Mix,0.743,0.697,10,-6.162,0,0.0459,0.00285,0.567,0.0715,0.896,112.5,51,57,345239,4
177,2010,Tijuana Panthers,Red Headed Girl,0.512,0.965,0,-4.56,1,0.0449,0.263,0.00119,0.394,0.607,141.748,40,44,201898,4
178,2016,Sam Padrul,Dirty Work (feat. Patrick Baker),0.757,0.676,7,-7.044,1,0.0426,0.0156,0.00821,0.0437,0.469,109.971,50,45,235870,4
179,2004,Ronnie Milsap,He Got You - Remastered,0.803,0.596,2,-9.184,0,0.0345,0.16,7.4e-06,0.101,0.724,104.833,32,52,213400,4
180,2007,Chris Cornell,"You Know My Name - From ""Casino Royale"" Soundtrack",0.365,0.863,11,-3.328,0,0.0443,0.0198,0.0,0.335,0.42,137.469,48,66,240227,4
